dataset,record_id,mean,std,variance,min,max,median,rms,peak_to_peak,crest_factor,skewness,kurtosis,q25,q75,iqr,env_mean,env_std,env_max,env_min,total_power,power_mean,power_std,dominant_freq,data_length,shaftSpeed,samplingRate,range
AGR.361,31,-0.0011197083273900587,0.23523856786378602,0.05533718381060507,-0.6890068,0.8706589,-0.020020962,0.23524123268964456,1.5596657,3.7011321954287943,0.2703367314033392,-0.36605711773782357,-0.17335033,0.15772438,0.33107471,0.3009334838365028,0.1418261600480457,0.8726653775340498,0.0006167947276616612,59582506.63343728,1815.8201515691123,74510.72209075984,0.10078322616036327,32813,0.0,3125.0,1.5596657
AGR.361,32,-0.0011445031009554138,0.2510150959301369,0.06300857838481583,-0.76518345,0.7837391,-0.0034179688,0.25101770509699894,1.54892255,3.122246296121405,0.08705312124280858,-0.5129355428106379,-0.18897629,0.17920971,0.368186,0.32106389194228147,0.15144782582742722,0.8652506254492301,0.0004920417324444005,67842303.68011446,2067.543463874515,101417.80733415134,0.10084417761253162,32813,0.0,3125.0,1.54892255
AGR.361,33,-0.001128926826950506,0.21272477651215596,0.0452518305421467,-0.64701223,0.7436981,-0.0034179688,0.21272777208894775,1.39071033,3.4960085027780856,0.10989985657102809,-0.5053397889385347,-0.1616311,0.151865,0.3134961,0.2715585248282361,0.12946390671716818,0.7764328299114542,0.0009372414070823317,48720730.263204135,1484.8448818482304,54324.228661452675,0.10087772766061197,32812,0.0,3125.0,1.39071033
AGR.361,34,-0.0011151275298464023,0.23470049365954304,0.05508432172403321,-0.7349081,0.7710428,-0.0014648438,0.234703142785607,1.5059509,3.2851831076856106,0.05746998660665785,-0.7332946814476791,-0.18799973,0.17920971,0.36720944,0.30270425469082585,0.1361617462782623,0.7868300373165223,0.0006042409916026956,59310240.780236796,1807.5226520049005,71822.35136675963,0.10084417761253162,32813,0.0,3125.0,1.5059509
AGR.361,35,-0.0011305726717429066,0.23153155927302665,0.05360686293939906,-0.69291353,0.7378378,-0.0034179688,0.23153431955968246,1.43075133,3.186731890992117,0.08486498411602503,-0.5510706468215951,-0.17725706,0.16944408,0.34670113999999996,0.2965804086145131,0.1387626221264669,0.7611792527437145,0.001378407688400516,57719508.64009995,1759.043935028798,91487.24591705854,0.1008746533386158,32813,0.0,3125.0,1.43075133
AGR.361,36,-0.0011121211927193491,0.21017373829431943,0.04417300026860907,-0.577672,0.7134228,-0.00048828125,0.21017668063359543,1.2910948,3.394395600165187,0.07147397726541366,-0.8725266388863875,-0.1762805,0.16456032,0.34084082000000004,0.27253371362037493,0.11862804175679917,0.7366579896209531,0.0027193063100561686,47562090.47729683,1449.4892413767966,64373.18604080528,0.10084417761253162,32813,0,3125,1.2910948
AGR.361,37,-0.0011545916725413709,0.24393211037918971,0.05950287447404519,-0.70951605,0.73100185,-0.00048828125,0.24393484284942876,1.4405179,2.9967094551196123,0.05029239707368352,-0.8328367876323983,-0.20264912,0.19092941,0.39357853,0.31644669618870985,0.137362915305664,0.7804518208787815,0.0015244162490638611,64067761.9014355,1952.5115625342244,130321.24139577572,0.10084417761253162,32813,0.0,3125.0,1.4405179
AGR.361,38,-0.0011279850590573857,0.21948097190444438,0.048171897028119505,-0.676311,0.78471565,-0.01806736,0.21948387042881526,1.46102665,3.5752770737406196,0.24400441406278608,-0.335527890944487,-0.1596775,0.14698124,0.30665874000000004,0.28017272039380137,0.1335975791459907,0.784805392888348,0.002279760925387942,51867712.764183335,1580.7062068138646,75877.10238919695,0.10072227470819492,32813,0.0,3125.0,1.46102665
AGR.361,39,-0.0011273290179639166,0.2672239921036836,0.07140866195582954,-0.79155207,0.89116764,-0.004395008,0.26722637000592636,1.6827197100000002,3.3348791138398366,0.07400438543272975,-0.5718706536949982,-0.20460224,0.1938591,0.39846134,0.3436626384625248,0.15720873292330073,0.9246827634141462,0.0011152618488533168,76886572.59110251,2343.1741258373972,145833.0319626278,0.1008746533386158,32813,0.0,3125.0,1.6827197100000002
AGR.361,40,-0.0011355640306671337,0.25239187703088156,0.06370165959117163,-0.7300253,0.84721947,-0.013184547,0.2523944315884156,1.57724477,3.356728057224245,0.1593812920868979,-0.50373428562223,-0.18799973,0.17823315,0.36623288,0.3231241596791854,0.15164229658183526,0.8654816600446871,0.003575301309965097,68584336.8910974,2090.2211657654943,115521.19212746786,0.10081677435084725,32812,0.0,3125.0,1.57724477
AGR.361,41,-0.0011305726717429066,0.23153155927302665,0.05360686293939906,-0.69291353,0.7378378,-0.0034179688,0.23153431955968246,1.43075133,3.186731890992117,0.08486498411602503,-0.5510706468215951,-0.17725706,0.16944408,0.34670113999999996,0.2965804086145131,0.1387626221264669,0.7611792527437145,0.001378407688400516,57719508.64009995,1759.043935028798,91487.24591705854,0.1008746533386158,32813,0.0,3125.0,1.43075133
AGR.361,42,-0.0011265739114881752,0.24806063482661658,0.06153407855058403,-0.7612772,0.8032713,-0.01416111,0.2480631929959825,1.5645485,3.2381720572830384,0.1433549743439544,-0.44294567887073155,-0.18213987,0.1743269,0.35646677000000004,0.3182781338562448,0.14754136869977547,0.8177317620087781,0.001722112795766259,66250637.977213226,2019.0978293677078,79743.04151602002,0.1007862976959649,32812,0.0,3125.0,1.5645485
AGR.361,43,-0.0011187582865541097,0.2215257833245069,0.04907367267753637,-0.68998337,0.7837391,-0.012207985,0.22152860830520307,1.47372247,3.537868566935751,0.1656279303677392,-0.43012291867042807,-0.16651392,0.15577126,0.32228518,0.2829460954853781,0.13449945734000496,0.7889945457520023,0.0015500552554013538,52838625.94547635,1610.2954909784644,79048.13339265452,0.10081370188644745,32813,0.0,3125.0,1.47372247
AGR.361,44,-0.0011682097416328898,0.00588922490573352,3.468296999031199e-05,-0.021974087,0.028810501,-0.0014648438,0.00600397235093217,0.050784588,4.798573230525772,0.05816733992439579,-1.1115494769814338,-0.006348133,0.0043945312,0.0107426642,0.008140643883694208,0.0021120064251658956,0.029044538169111102,0.0004887839634679088,38812.28790158298,1.1828326547887418,128.42144957749923,0.0009752232346935666,32813,0.0,3125.0,0.050784588
AGR.361,45,-0.0011355640306671337,0.25239187703088156,0.06370165959117163,-0.7300253,0.84721947,-0.013184547,0.2523944315884156,1.57724477,3.356728057224245,0.1593812920868979,-0.50373428562223,-0.18799973,0.17823315,0.36623288,0.3231241596791854,0.15164229658183526,0.8654816600446871,0.003575301309965097,68584336.8910974,2090.2211657654943,115521.19212746786,0.10081677435084725,32812,0.0,3125.0,1.57724477
AGR.361,46,-0.0011248199896790807,0.2344646535166606,0.0549736737486877,-0.7036562,0.77299595,-0.0034179688,0.2344673516050729,1.47665215,3.2968169969437895,0.07202038075058555,-0.6623239786464818,-0.18409348,0.17823315,0.36232663,0.3010883520974651,0.1389043445801203,0.7947442027073803,0.002303872425899361,59187522.528430216,1803.8376974408818,88285.7986775113,0.10087772766061197,32812,0.0,3125.0,1.47665215
AGR.361,47,-0.001124998305027124,0.22315038261298975,0.04979609326032372,-0.7280717,0.7544403,-0.0087895395,0.22315321839827906,1.4825119999999998,3.380817473371552,0.13245746784068144,-0.47760832451556334,-0.16846752,0.15870094,0.32716846,0.2845268657796868,0.13652074784581833,0.7675600582750455,0.0036800909610181435,53613198.23081494,1633.9509396201067,76612.28355288877,0.10075582104108254,32812,0.0,3125.0,1.4825119999999998
AGR.361,48,-0.0011301457348195782,0.2523162454918206,0.06366348773908866,-0.77690315,0.84526634,-0.009277821,0.2523187764881373,1.62216949,3.34999381244915,0.08963952453968775,-0.5993629352641205,-0.19288301,0.18702316,0.37990617,0.3246763692461621,0.14803211670421168,0.8524951826260054,0.003874262758329239,68543226.81438872,2088.9682681454565,88796.27305416974,0.10087772766061197,32812,0.0,3125.0,1.62216949
AGR.361,49,-0.0011618844932709596,0.20439955054787096,0.04177917626417166,-0.6099005,0.6860771,-0.013184547,0.20440285281704698,1.2959776,3.3564947384275543,0.23725348417271241,-0.4717285455153033,-0.15577126,0.14112186,0.29689312,0.2624136859203795,0.12123844252381114,0.7054619038049692,0.001888369018835527,44984798.843456,1370.9444075048305,52751.4505586569,0.1007527504342791,32813,0.0,3125.0,1.2959776
AGR.361,50,-0.001134174715294243,0.23671185558584426,0.05603250257489359,-0.70951605,0.75053406,-0.0014648438,0.23671457269711638,1.46005011,3.1706288778440843,0.09020840682363455,-0.5587436234973175,-0.18213987,0.17139721,0.35353708,0.30343048299750774,0.14140803898637136,0.8181423672690348,0.003972944267689337,60331186.56432303,1838.6367160675047,96064.46112503174,0.1008746533386158,32813,0.0,3125.0,1.46005011
AGR.361,51,-0.0011651583080044493,0.2316538449742048,0.053663503891332905,-0.68021727,0.76811314,-0.0073246956,0.23165677517658667,1.44833041,3.315737860092738,0.12505040264368503,-0.44362581040556703,-0.17335033,0.16358376,0.33693408999999996,0.2957134164658355,0.14100333577136342,0.7754546233897797,0.0013717421698450777,57780579.04349055,1760.9050999143801,87406.62507925605,0.10081370188644745,32813,0.0,3125.0,1.44833041
AGR.361,52,-0.0011379546071633192,0.23635641859938578,0.05586435661312807,-0.67826414,0.77690315,-0.004395008,0.23635915796477197,1.45516729,3.2869602205800423,0.09413608481363413,-0.5974092415808183,-0.18213987,0.17335033,0.3554902,0.3027785513286815,0.1416162314928945,0.8340893970085461,0.0005479630951951785,60150154.23659765,1833.1196244353655,75055.34062286215,0.10090512906469996,32813,0.0,3125.0,1.45516729
AGR.361,53,-0.001124998305027124,0.22315038261298975,0.04979609326032372,-0.7280717,0.7544403,-0.0087895395,0.22315321839827906,1.4825119999999998,3.380817473371552,0.13245746784068144,-0.47760832451556334,-0.16846752,0.15870094,0.32716846,0.2845268657796868,0.13652074784581833,0.7675600582750455,0.0036800909610181435,53613198.23081494,1633.9509396201067,76612.28355288877,0.10075582104108254,32812,0.0,3125.0,1.4825119999999998
AGR.361,54,-0.0011055127984746901,0.2375451776547028,0.056427711427004305,-0.71439934,0.8433132,-0.013184547,0.2375477501167963,1.55771254,3.5500786666485538,0.18888129451020796,-0.43389454391176896,-0.17823362,0.16358376,0.34181738,0.3030672908007211,0.14493744257184676,0.8437817252664876,0.002319998971325025,60756636.039731696,1851.6025977427146,59569.43012193783,0.10078322616036327,32813,0.0,3125.0,1.55771254
AGR.361,55,-0.0011375674183509586,0.2594724436285863,0.0673259490025899,-0.69095993,0.7290487,0.0073242188,0.2594749372525624,1.4200086299999999,2.809707587636387,0.005392022781553524,-1.0609644941430214,-0.22511148,0.21729851,0.44240999000000003,0.3407379393792466,0.13620150047776988,0.8302410775020747,0.0017849709407211573,72490769.2272476,2209.2088266006645,181224.26297063252,0.10081370188644745,32813,0.0,3125.0,1.4200086299999999
AGR.361,56,-0.0011151568374440008,0.22557782780269592,0.05088535639618273,-0.6968198,0.8325701,-0.0073246956,0.22558058420651994,1.5293899,3.690787941384967,0.128734998806695,-0.583582229870105,-0.17530346,0.16553783,0.34084128999999996,0.28912699715125856,0.13482409237756318,0.8354589735228922,0.0025322214731858775,54789244.40504265,1669.7420048469403,77295.98259076795,0.1008746533386158,32813,0.0,3125.0,1.5293899
AGR.361,57,-0.0011045204299676948,0.22434066314423998,0.05032873313999735,-0.6304097,0.6558018,0.0034179688,0.2243433821296665,1.2862114999999998,2.923205461977738,0.03515840195319591,-0.8388753362907693,-0.18702316,0.17628002,0.36330318,0.2911176434188236,0.12613169262218651,0.75102129620456,0.0006137549000910837,54186603.73548721,1651.426421293649,77658.16840330217,0.10087772766061197,32812,0.0,3125.0,1.2862114999999998
AGR.361,58,-0.0011071712655674755,0.2459006328044476,0.06046712121362777,-0.71244574,0.863822,-0.0073246956,0.24590312531938072,1.57626774,3.5128549052723987,0.12035620523557487,-0.6423857159964239,-0.19288301,0.18214035,0.37502336000000003,0.31515945728044603,0.1470033494203925,0.8640103215067185,0.003494037136405897,65101875.87172544,1984.087403136823,80895.9201100428,0.10093868097037668,32812,0.0,3125.0,1.57626774
AGR.361,59,-0.0011478363116051563,0.2132831331783602,0.04548969489837814,-0.6118536,0.8130379,-0.0073246956,0.2132862218395187,1.4248915,3.8119569702526204,0.16001205393521017,-0.5199579187417998,-0.16553736,0.15284157,0.31837893,0.27316678814233464,0.1279086126144576,0.8234150121369596,0.0023027081315993153,48979853.23238642,1492.6965907532508,76530.61347038527,0.1008746533386158,32813,0.0,3125.0,1.4248915
AGR.361,60,-0.0011532428516564063,0.24388604308458295,0.059480402011455054,-0.7134223,0.78178596,-0.009277821,0.24388876968923753,1.49520826,3.2055020860376215,0.10880218628709909,-0.5356676640748219,-0.18409348,0.17628002,0.3603735,0.31340020456431744,0.14402237906116186,0.7889034516373773,0.0005065153400129169,64039659.118717805,1951.7145897451483,126893.93192835021,0.10084725100572961,32812,0.0,3125.0,1.49520826
AGR.361,61,-0.0011701494923381693,0.22859198753722798,0.0522542967662202,-0.6518955,0.7974119,-0.011231422,0.2285949824822378,1.4493074,3.4883175970931912,0.18911826973336746,-0.5052885410109411,-0.1762805,0.16358376,0.33986426000000003,0.2933107584739841,0.1359366091726601,0.8511942193057707,0.002473122791188811,56259878.91181594,1714.612913318784,64836.955693344185,0.10084725100572961,32812,0.0,3125.0,1.4493074
AGR.361,62,-0.001113192915481669,0.22078721416312988,0.048746993937915775,-0.6675215,0.75834656,-0.010254383,0.22079002046374935,1.42586806,3.4346958182582803,0.1858812439087226,-0.5137097679344427,-0.17042065,0.15577126,0.32619191000000003,0.2844316709608681,0.12881712474941784,0.7729319443011875,0.0006618892084834149,52486879.869116254,1599.5757739041312,99709.73302539052,0.10081370188644745,32813,0.0,3125.0,1.42586806
AGR.361,63,-0.001113192915481669,0.22078721416312988,0.048746993937915775,-0.6675215,0.75834656,-0.010254383,0.22079002046374935,1.42586806,3.4346958182582803,0.1858812439087226,-0.5137097679344427,-0.17042065,0.15577126,0.32619191000000003,0.2844316709608681,0.12881712474941784,0.7729319443011875,0.0006618892084834149,52486879.869116254,1599.5757739041312,99709.73302539052,0.10081370188644745,32813,0.0,3125.0,1.42586806
AGR.361,64,-0.001122923489568159,0.2297408351516612,0.05278085133618276,-0.7280717,0.81889725,-0.015137672,0.22974357943878687,1.5469689500000001,3.5643966721524327,0.20846058059161338,-0.38115772434837325,-0.17042065,0.16065407,0.33107472000000004,0.2926906816430863,0.14105009219718523,0.831115515670856,0.0009350821629416883,56830129.1952143,1731.9394506815684,60082.35515480598,0.10081370188644745,32813,0.0,3125.0,1.5469689500000001
