dataset,record_id,mean,std,variance,min,max,median,rms,peak_to_peak,crest_factor,skewness,kurtosis,q25,q75,iqr,env_mean,env_std,env_max,env_min,total_power,power_mean,power_std,dominant_freq,data_length,shaftSpeed,samplingRate,range,reconstruction_mse,anomaly
AGR.361,60,-0.0011532428516564,0.2438860430845829,0.059480402011455,-0.7134223,0.78178596,-0.009277821,0.2438887696892375,1.49520826,3.205502086037621,0.108802186287099,-0.5356676640748219,-0.18409348,0.17628002,0.3603735,0.3134002045643174,0.1440223790611618,0.7889034516373773,0.0005065153400129,64039659.118717805,1951.7145897451485,126893.9319283502,0.1008472510057296,32812,0.0,3125.0,1.49520826,0.004743541648260652,False
AGR.361,61,-0.0011701494923381,0.2285919875372279,0.0522542967662202,-0.6518955,0.7974119,-0.011231422,0.2285949824822378,1.4493074,3.4883175970931912,0.1891182697333674,-0.5052885410109411,-0.1762805,0.16358376,0.33986426,0.2933107584739841,0.1359366091726601,0.8511942193057707,0.0024731227911888,56259878.91181594,1714.612913318784,64836.955693344185,0.1008472510057296,32812,0.0,3125.0,1.4493074,0.009923683123361293,False
AGR.361,62,-0.0011131929154816,0.2207872141631298,0.0487469939379157,-0.6675215,0.75834656,-0.010254383,0.2207900204637493,1.42586806,3.4346958182582803,0.1858812439087226,-0.5137097679344427,-0.17042065,0.15577126,0.32619191,0.2844316709608681,0.1288171247494178,0.7729319443011875,0.0006618892084834,52486879.869116254,1599.5757739041312,99709.73302539052,0.1008137018864474,32813,0.0,3125.0,1.42586806,0.009548625891518073,False
AGR.361,63,-0.0011131929154816,0.2207872141631298,0.0487469939379157,-0.6675215,0.75834656,-0.010254383,0.2207900204637493,1.42586806,3.4346958182582803,0.1858812439087226,-0.5137097679344427,-0.17042065,0.15577126,0.32619191,0.2844316709608681,0.1288171247494178,0.7729319443011875,0.0006618892084834,52486879.869116254,1599.5757739041312,99709.73302539052,0.1008137018864474,32813,0.0,3125.0,1.42586806,0.009548625891518073,False
AGR.361,64,-0.0011229234895681,0.2297408351516612,0.0527808513361827,-0.7280717,0.81889725,-0.015137672,0.2297435794387868,1.54696895,3.5643966721524327,0.2084605805916133,-0.3811577243483732,-0.17042065,0.16065407,0.33107472,0.2926906816430863,0.1410500921971852,0.831115515670856,0.0009350821629416,56830129.1952143,1731.9394506815684,60082.35515480598,0.1008137018864474,32813,0.0,3125.0,1.54696895,0.018677877523070627,False
AGR.361,65,-0.0011651583080044,0.2316538449742048,0.0536635038913329,-0.68021727,0.76811314,-0.0073246956,0.2316567751765866,1.44833041,3.315737860092738,0.125050402643685,-0.443625810405567,-0.17335033,0.16358376,0.3369340899999999,0.2957134164658355,0.1410033357713634,0.7754546233897797,0.001371742169845,57780579.04349055,1760.90509991438,87406.62507925605,0.1008137018864474,32813,0.0,3125.0,1.44833041,0.004102828793119779,False
AGR.361,66,-0.0011629602527778,0.2054172106512122,0.0421962304317245,-0.6206436,0.7065859,-0.01416111,0.2054205026482849,1.3272295,3.4397048536571635,0.2308560098505979,-0.4635299717486161,-0.15577126,0.14209843,0.2978696899999999,0.2650788990011775,0.1188570176486102,0.7125091425326129,0.0026171427784263,45433840.82613325,1384.6292879691964,69275.85016540544,0.1007832261603632,32813,0.0,3125.0,1.3272295,0.01582881155588248,False
AGR.361,67,-0.0011456638992838,0.2276950790012835,0.0518450490014007,-0.6235733,0.7827625,-0.011231422,0.2276979612275237,1.4063358,3.437722919345056,0.1801870417483249,-0.6597870875744904,-0.18018675,0.16846752,0.34865427,0.2935761376481116,0.1323044290724565,0.8129415911796711,0.0009577920120386,55822612.94607086,1701.2346614473183,99183.5153844822,0.1008746533386158,32813,0.0,3125.0,1.4063358,0.008198325145003939,False
AGR.361,68,-0.0011445031009554,0.2510150959301369,0.0630085783848158,-0.76518345,0.7837391,-0.0034179688,0.2510177050969989,1.54892255,3.122246296121405,0.0870531212428085,-0.5129355428106379,-0.18897629,0.17920971,0.368186,0.3210638919422814,0.1514478258274272,0.8652506254492301,0.0004920417324444,67842303.68011446,2067.543463874515,101417.80733415134,0.1008441776125316,32813,0.0,3125.0,1.54892255,0.00778328007501502,False
AGR.361,69,-0.0011331040501188,0.1935895532340961,0.0374769151213769,-0.55911636,0.64896584,-0.008301258,0.1935928693060913,1.2080822,3.3522197502735223,0.2022734579916738,-0.5061067832118127,-0.15088797,0.13623905,0.28712702,0.2492127367079863,0.1133495744590961,0.6919254058409752,0.0021285118902964,40352513.40378873,1229.7721453018237,74103.82686006419,0.1007832261603632,32813,0.0,3125.0,1.2080822,0.03356536969476082,False
AGR.361,70,-0.0011622637953584,0.2385695332297542,0.0569154221854628,-0.717329,0.7524872,-0.0014648438,0.2385723643731453,1.4698162,3.154125591944308,0.0628757104293993,-0.7833834761551421,-0.19483614,0.1860466,0.38088274,0.3081115327079941,0.1374753730168497,0.8047992678450162,0.0014808069838785,61278154.18989749,1867.5531570735552,102818.86151175172,0.1007862976959649,32812,0.0,3125.0,1.4698162,0.0047230770343671185,False
AGR.361,71,-0.0011442358913753,0.2361546669555609,0.0557690267248918,-0.6870537,0.8032713,-0.019043922,0.2361574390119164,1.490325,3.4014228108201463,0.2579303475421396,-0.4715056662164087,-0.18018675,0.16456032,0.34474707,0.3020599374822859,0.1424751097341442,0.8663747928984599,0.0015369212221326,60047528.65068575,1829.9920351898863,85162.70063957036,0.1008746533386158,32813,0.0,3125.0,1.490325,0.00610581266875059,False
AGR.361,72,-0.0011372293372531,0.2546404183396185,0.0648417426521759,-0.7759261,0.8608923,-0.010254383,0.2546429577717425,1.6368184,3.380781889800733,0.1173672005031398,-0.6146465025969468,-0.19874287,0.18995285,0.3886957199999999,0.3265795079513005,0.1517583721666863,0.8781775688835577,0.0014750872813422,69811785.56393029,2127.6296953532333,106286.9154659365,0.1008777276606119,32812,0.0,3125.0,1.6368184,0.010250755345080995,False
AGR.361,73,-0.001160179979192,0.2442181545727638,0.0596425070229263,-0.7397914,0.8052254,-0.01416111,0.244220910326103,1.5450168,3.2971189851221148,0.1490453313721267,-0.5230625406456895,-0.18409348,0.17725658,0.36135006,0.3137376340228444,0.1444128008827347,0.8075452286746554,0.0005333554240084,64214203.08493112,1957.0341059652296,82477.88912382351,0.1008167743508472,32812,0.0,3125.0,1.5450168,0.004822881567378032,False
AGR.361,74,-0.0011338193169795,0.2198960601678554,0.0483542772773451,-0.68021727,0.7397909,-0.017090797,0.2198989832254543,1.42000817,3.3642306533155706,0.2607588767494461,-0.3446509145673033,-0.1616311,0.14698124,0.30861234,0.2807548293917398,0.1337406664935869,0.7900219403499655,0.0034180342751713,52064094.50419571,1586.6910829304152,71319.19642643418,0.3025020571115107,32813,0.0,3125.0,1.42000817,0.008260795153197279,False
AGR.361,75,-0.0011372293372531,0.2546404183396185,0.0648417426521759,-0.7759261,0.8608923,-0.010254383,0.2546429577717425,1.6368184,3.380781889800733,0.1173672005031398,-0.6146465025969468,-0.19874287,0.18995285,0.3886957199999999,0.3265795079513005,0.1517583721666863,0.8781775688835577,0.0014750872813422,69811785.56393029,2127.6296953532333,106286.9154659365,0.1008777276606119,32812,0.0,3125.0,1.6368184,0.010250755345080995,False
AGR.361,76,-0.0011071712655674,0.2459006328044476,0.0604671212136277,-0.71244574,0.863822,-0.0073246956,0.2459031253193807,1.57626774,3.5128549052723987,0.1203562052355748,-0.6423857159964239,-0.19288301,0.18214035,0.37502336,0.315159457280446,0.1470033494203925,0.8640103215067185,0.0034940371364058,65101875.87172544,1984.087403136823,80895.9201100428,0.1009386809703766,32812,0.0,3125.0,1.57626774,0.01142846994378563,False
AGR.361,77,-0.0011406529994468,0.2358232773165217,0.0556126181243051,-0.71635246,0.77983284,-0.010254383,0.2358260359111568,1.4961853,3.306814012231405,0.103932732049407,-0.737013666825181,-0.18897629,0.18214035,0.37111664,0.3038436393787716,0.1374975641168949,0.8114211470166006,0.0025156640414157,59875466.1323367,1824.8039172356669,86452.98698686733,0.1008167743508472,32812,0.0,3125.0,1.4961853,0.004062333237582099,False
AGR.361,78,-0.0011341747152942,0.2367118555858442,0.0560325025748935,-0.70951605,0.75053406,-0.0014648438,0.2367145726971163,1.46005011,3.1706288778440843,0.0902084068236345,-0.5587436234973175,-0.18213987,0.17139721,0.35353708,0.3034304829975077,0.1414080389863713,0.8181423672690348,0.0039729442676893,60331186.56432303,1838.6367160675047,96064.46112503174,0.1008746533386158,32813,0.0,3125.0,1.46005011,0.004378779224626838,False
AGR.361,79,-0.0011456638992838,0.2276950790012835,0.0518450490014007,-0.6235733,0.7827625,-0.011231422,0.2276979612275237,1.4063358,3.437722919345056,0.1801870417483249,-0.6597870875744904,-0.18018675,0.16846752,0.34865427,0.2935761376481116,0.1323044290724565,0.8129415911796711,0.0009577920120386,55822612.94607086,1701.2346614473183,99183.5153844822,0.1008746533386158,32813,0.0,3125.0,1.4063358,0.008198325145003939,False
AGR.361,80,-0.001124819989679,0.2344646535166606,0.0549736737486877,-0.7036562,0.77299595,-0.0034179688,0.2344673516050729,1.47665215,3.296816996943789,0.0720203807505855,-0.6623239786464818,-0.18409348,0.17823315,0.36232663,0.3010883520974651,0.1389043445801203,0.7947442027073803,0.0023038724258993,59187522.528430216,1803.8376974408816,88285.7986775113,0.1008777276606119,32812,0.0,3125.0,1.47665215,0.00379777974143726,False
AGR.361,81,-0.0011149073721001,0.2494181818391301,0.0622094294319373,-0.7378378,0.8442898,-0.0034179688,0.2494206736627614,1.5821276,3.385003286221389,0.0883968954638132,-0.604752617402669,-0.1931271525,0.18214035,0.3752675025,0.3201565991960216,0.1480535493883046,0.8623412943380212,0.0009345356013894,66977711.04871275,2041.256584442056,109689.14746907473,0.1008777276606119,32812,0.0,3125.0,1.5821276,0.007012205972789449,False
AGR.361,82,-0.0011301457348195,0.2523162454918206,0.0636634877390886,-0.77690315,0.84526634,-0.009277821,0.2523187764881373,1.62216949,3.34999381244915,0.0896395245396877,-0.5993629352641205,-0.19288301,0.18702316,0.37990617,0.3246763692461621,0.1480321167042116,0.8524951826260054,0.0038742627583292,68543226.81438872,2088.9682681454565,88796.27305416974,0.1008777276606119,32812,0.0,3125.0,1.62216949,0.0072982294822440275,False
AGR.361,83,-0.0011068512237268,0.2513602744983632,0.0631819875958925,-0.6860771,0.7983885,-0.009277821,0.251362711465969,1.4844656,3.1762408009673724,0.1211921330558348,-0.7641127336834281,-0.20264912,0.1938591,0.3965082199999999,0.3242773918067652,0.1456343828716906,0.8082537053292924,0.0027585193478681,68028920.88963607,2073.2307588344884,86789.83937586713,0.1008441776125316,32813,0.0,3125.0,1.4844656,0.010898952949302243,False
AGR.361,84,-0.0011459507160916,0.1927585051776303,0.0371558413183145,-0.5679059,0.6890068,-0.0024414062,0.1927619114902066,1.2569127,3.5743928594265126,0.0946099460848889,-0.6362504307398513,-0.151865,0.14209843,0.29396343,0.2474253451147829,0.1144276820172077,0.6897749944808385,0.0010730766936023,40004408.582927525,1219.200554154807,70449.79545065812,0.1008777276606119,32812,0.0,3125.0,1.2569127,0.028352957559189734,False
AGR.361,85,-0.0011229234895681,0.2297408351516612,0.0527808513361827,-0.7280717,0.81889725,-0.015137672,0.2297435794387868,1.54696895,3.5643966721524327,0.2084605805916133,-0.3811577243483732,-0.17042065,0.16065407,0.33107472,0.2926906816430863,0.1410500921971852,0.831115515670856,0.0009350821629416,56830129.1952143,1731.9394506815684,60082.35515480598,0.1008137018864474,32813,0.0,3125.0,1.54696895,0.018677877523070627,False
AGR.361,86,-0.001122675660455,0.2035380181142402,0.0414277248178727,-0.5825553,0.6284561,0.0063476562,0.2035411143197151,1.2110113999999998,3.0876125548415905,0.0070172859342347,-0.8143860183980416,-0.16846752,0.15772438,0.3261919,0.2641250539742178,0.1144319265073088,0.6812123099734518,0.0034244302242311,44603578.32042114,1359.3678629897947,83796.33299685486,0.1008167743508472,32812,0.0,3125.0,1.2110113999999998,0.04042481861353127,False
AGR.361,87,-0.0011682097416328,0.0058892249057335,3.468296999031199e-05,-0.021974087,0.028810501,-0.0014648438,0.0060039723509321,0.050784588,4.798573230525772,0.0581673399243957,-1.1115494769814338,-0.006348133,0.0043945312,0.0107426642,0.0081406438836942,0.0021120064251658,0.0290445381691111,0.0004887839634679,38812.28790158298,1.1828326547887418,128.42144957749923,0.0009752232346935,32813,0.0,3125.0,0.050784588,0.35924576897581895,True
AGR.361,88,-0.0011456834791204,0.2090213745889606,0.0436899350350585,-0.6059942,0.6636143,-0.0073246956,0.2090245144132451,1.2696085,3.174815651947996,0.1594386879079673,-0.6349495301572419,-0.16553736,0.15284157,0.31837893,0.2707858205708769,0.1185589390386486,0.719609113494519,0.0006120978460278,47039191.88729606,1433.5972170942357,64985.86993064334,0.1008472510057296,32812,0.0,3125.0,1.2696085,0.018217701541675506,False
AGR.361,89,-0.0011338193169795,0.2198960601678554,0.0483542772773451,-0.68021727,0.7397909,-0.017090797,0.2198989832254543,1.42000817,3.3642306533155706,0.2607588767494461,-0.3446509145673033,-0.1616311,0.14698124,0.30861234,0.2807548293917398,0.1337406664935869,0.7900219403499655,0.0034180342751713,52064094.50419571,1586.6910829304152,71319.19642643418,0.3025020571115107,32813,0.0,3125.0,1.42000817,0.008260795153197279,False
AGR.361,90,-0.0011629602527778,0.2054172106512122,0.0421962304317245,-0.6206436,0.7065859,-0.01416111,0.2054205026482849,1.3272295,3.4397048536571635,0.2308560098505979,-0.4635299717486161,-0.15577126,0.14209843,0.2978696899999999,0.2650788990011775,0.1188570176486102,0.7125091425326129,0.0026171427784263,45433840.82613325,1384.6292879691964,69275.85016540544,0.1007832261603632,32813,0.0,3125.0,1.3272295,0.01582881155588248,False
AGR.361,91,-0.0011701494923381,0.2285919875372279,0.0522542967662202,-0.6518955,0.7974119,-0.011231422,0.2285949824822378,1.4493074,3.4883175970931912,0.1891182697333674,-0.5052885410109411,-0.1762805,0.16358376,0.33986426,0.2933107584739841,0.1359366091726601,0.8511942193057707,0.0024731227911888,56259878.91181594,1714.612913318784,64836.955693344185,0.1008472510057296,32812,0.0,3125.0,1.4493074,0.009923683123361293,False
AGR.361,92,-0.0011545916725413,0.2439321103791897,0.0595028744740451,-0.70951605,0.73100185,-0.00048828125,0.2439348428494287,1.4405179,2.9967094551196123,0.0502923970736835,-0.8328367876323983,-0.20264912,0.19092941,0.39357853,0.3164466961887098,0.137362915305664,0.7804518208787815,0.0015244162490638,64067761.9014355,1952.5115625342244,130321.24139577572,0.1008441776125316,32813,0.0,3125.0,1.4405179,0.013320809814816448,False
AGR.361,93,-0.0011187582865541,0.2215257833245069,0.0490736726775363,-0.68998337,0.7837391,-0.012207985,0.221528608305203,1.47372247,3.537868566935751,0.1656279303677392,-0.430122918670428,-0.16651392,0.15577126,0.32228518,0.2829460954853781,0.1344994573400049,0.7889945457520023,0.0015500552554013,52838625.94547635,1610.2954909784644,79048.13339265452,0.1008137018864474,32813,0.0,3125.0,1.47372247,0.016178585610187618,False
AGR.361,94,-0.0011442358913753,0.2361546669555609,0.0557690267248918,-0.6870537,0.8032713,-0.019043922,0.2361574390119164,1.490325,3.4014228108201463,0.2579303475421396,-0.4715056662164087,-0.18018675,0.16456032,0.34474707,0.3020599374822859,0.1424751097341442,0.8663747928984599,0.0015369212221326,60047528.65068575,1829.9920351898863,85162.70063957036,0.1008746533386158,32813,0.0,3125.0,1.490325,0.00610581266875059,False
AGR.361,95,-0.0011456834791204,0.2090213745889606,0.0436899350350585,-0.6059942,0.6636143,-0.0073246956,0.2090245144132451,1.2696085,3.174815651947996,0.1594386879079673,-0.6349495301572419,-0.16553736,0.15284157,0.31837893,0.2707858205708769,0.1185589390386486,0.719609113494519,0.0006120978460278,47039191.88729606,1433.5972170942357,64985.86993064334,0.1008472510057296,32812,0.0,3125.0,1.2696085,0.018217701541675506,False
AGR.361,96,-0.0011131020435406,0.2287158271377835,0.0523109295833204,-0.7085395,0.7466278,-0.009277821,0.2287185357147071,1.4551672999999998,3.264395680336589,0.1466178806952286,-0.6893855054575373,-0.18409348,0.17139721,0.35549069,0.2965613945108133,0.1291295374753662,0.792458534510209,0.001043710413562,56324144.10266861,1716.5191875984706,71461.07962367087,0.1007527504342791,32813,0.0,3125.0,1.4551672999999998,0.0047294001238201554,False
AGR.361,97,-0.0011337790698448,0.2381289022234024,0.0567053740741227,-0.73100185,0.78178596,-0.0073246956,0.2381316012819424,1.5127878099999998,3.282999634619612,0.1053236442767819,-0.5829320059460592,-0.18311691,0.1743269,0.35744381,0.3043286397954184,0.1442085732349406,0.816324984081301,0.0017266446456405,61051940.23592938,1860.6589124688949,107174.44017823602,0.1008777276606119,32812,0.0,3125.0,1.5127878099999998,0.003998197219233379,False
AGR.361,98,-0.0011131929154816,0.2207872141631298,0.0487469939379157,-0.6675215,0.75834656,-0.010254383,0.2207900204637493,1.42586806,3.4346958182582803,0.1858812439087226,-0.5137097679344427,-0.17042065,0.15577126,0.32619191,0.2844316709608681,0.1288171247494178,0.7729319443011875,0.0006618892084834,52486879.869116254,1599.5757739041312,99709.73302539052,0.1008137018864474,32813,0.0,3125.0,1.42586806,0.009548625891518073,False
AGR.361,99,-0.0011187582865541,0.2215257833245069,0.0490736726775363,-0.68998337,0.7837391,-0.012207985,0.221528608305203,1.47372247,3.537868566935751,0.1656279303677392,-0.430122918670428,-0.16651392,0.15577126,0.32228518,0.2829460954853781,0.1344994573400049,0.7889945457520023,0.0015500552554013,52838625.94547635,1610.2954909784644,79048.13339265452,0.1008137018864474,32813,0.0,3125.0,1.47372247,0.016178585610187618,False
AGR.561,0,-0.000556149862471,0.2248955655439852,0.0505780154013489,-0.8252702,1.0544343,-0.007885933,0.2248962532013783,1.8797045,4.68853653624825,0.22475387743522,0.1308531557254602,-0.15540504,0.1451993,0.30060434,0.281558912193674,0.1479220032431788,1.1565737332616917,0.0012016306879215,54454007.39005702,1659.575990188255,32380.18322845594,0.0366024625137145,32812,997.0,3125.0,1.8797045,0.009855590065461462,False
AGR.561,1,-0.0005146980781009,0.2736982800718849,0.0749107485143079,-1.1592746,1.1388631,-0.0069584846,0.2736987640242819,2.2981377,4.161009290852927,0.1019828742107403,0.050395307274913,-0.18694973,0.17952776,0.36647749,0.3418841666012868,0.1814854710649288,1.1631316310129896,0.0029918555626378,80651245.42378767,2457.980172613302,38639.671520218566,0.0365719858588321,32812,997.0,3125.0,2.2981377,0.008375585953108219,False
AGR.561,2,-0.0005179470170587,0.2848416165525778,0.0811347465202857,-1.1490693,1.193603,-0.009741783,0.2848420874614533,2.3426723000000003,4.190402516136334,0.1454012627444624,0.0435202188283754,-0.1953001,0.18694973,0.38224983,0.3560981984170183,0.1883184388046955,1.363659094552692,0.0014338154401516,87357499.96345611,2662.2832402845247,31795.737174724403,0.0365708713010087,32813,0.0,3125.0,2.3426723000000003,0.020647420170561363,False
AGR.561,3,-0.0005320290883826,0.2591542857293403,0.0671609438118845,-0.98021126,1.1574197,-0.0115971565,0.2591548318415758,2.13763096,4.466132048456435,0.2267643794479563,0.1297454784876537,-0.17674398,0.16561079,0.34235477,0.3230286003394302,0.1731320133351096,1.235074302206847,0.0014320935025661,72312020.7569356,2203.7613371814705,45312.56320519956,0.0365708713010087,32813,997.0,3125.0,2.13763096,0.00275425899584529,False
AGR.561,4,-0.0005055913755325,0.2396183818179462,0.057416968905051,-0.997839,1.0692792,-0.007885933,0.2396189152126561,2.0671182,4.462415661347268,0.1615183081369765,0.1042416124796474,-0.16375494,0.15447712,0.31823206,0.299642485900175,0.1582674131851046,1.095929027160884,0.0026039549846252,61820721.94845829,1884.0313884270956,32144.13437645666,0.0365708713010087,32813,0.0,3125.0,2.0671182,0.020368682855320716,False
AGR.561,5,-0.0005541146771638,0.2125142885795442,0.0451623228504698,-0.8735151,0.9588723,-0.0069584846,0.2125150109840367,1.8323874,4.512021506433852,0.1981342722298691,0.0870368038053017,-0.1451993,0.13777685,0.28297615,0.2661993125945574,0.139509421567535,1.0056264594327826,0.0017106333061001,48623322.27034263,1481.876212067007,24246.614992167528,0.0366024625137145,32812,997.0,3125.0,1.8323874,0.031491669158439525,False
AGR.561,6,-0.0004779947728049,0.2517002854377637,0.0633530336894517,-0.9867058,1.3531833,-0.012525082,0.2517007393085179,2.3398891,5.376159417399877,0.2531762364053995,0.1400333475749833,-0.17396069,0.16189957,0.33586026,0.3148253609207714,0.1661062550869541,1.402835490480255,0.0032795417201649,68212011.93998869,2078.8105915334986,32617.050826676204,0.0365708713010087,32813,0.0,3125.0,2.3398891,0.06378418544004015,False
AGR.561,7,-0.000506835355344,0.2132328725691188,0.045468257944078,-0.81877565,0.89485407,-0.0069584846,0.21323347491929,1.71362972,4.196592820797516,0.2035696342629551,0.0887784532162396,-0.1479826,0.1396327,0.2876153,0.267246590330827,0.139699794080346,0.9708232948929858,0.0023068490620736,48952646.352908425,1491.9129084758144,30630.634350309905,0.0366024625137145,32812,0.0,3125.0,1.71362972,0.030938189304868434,False
AGR.561,8,-0.000512320095904,0.2608565843195054,0.0680461575828392,-1.1425748,1.1583467,-0.0069584846,0.2608570874151589,2.3009215000000003,4.440541414757382,0.1438170883871522,0.0584705677836838,-0.17952728,0.17024994,0.34977722,0.3261950170039974,0.1723060896176363,1.3170989058613354,0.0015396740886722,73265102.03853752,2232.807181255524,41474.93572298312,0.0365708713010087,32813,0.0,3125.0,2.3009215000000003,0.00695424814432685,False
AGR.561,9,-0.0004972218734998,0.2182333945629602,0.0476258145024726,-0.8660927,1.0349507,-0.0060305595,0.2182339609961386,1.9010434,4.742390667684907,0.1928406640554557,0.0685085694306755,-0.15169382,0.142416,0.2941098199999999,0.2735200230364771,0.1429638878621517,1.075949835916203,0.0014269682432397,51278645.80807347,1562.753963614222,33991.55527253706,0.0366013470270929,32813,0.0,3125.0,1.9010434,0.010187007685474437,False
AGR.561,10,-0.0004621884944031,0.271368962973908,0.0736411140655342,-1.2112312,1.1193795,-0.008813858,0.2713693565672782,2.3306107000000003,4.124929631553598,0.1506715055993239,0.137590852336491,-0.18416643,0.17674446,0.36091089,0.3381270359242123,0.1815283705826153,1.2972041238875542,0.0017827464298092,79289099.7449064,2416.3928852865142,42806.654611619386,0.0365708713010087,32813,0.0,3125.0,2.3306107000000003,0.014352899486758174,False
AGR.561,11,-0.0005357041813229,0.2134040553621177,0.0455412908449978,-0.85403156,1.2631879,-0.0060305595,0.2134047277451174,2.11721946,5.919212349918994,0.1562338650867374,0.034653757479067,-0.14705467,0.13870478,0.28575945,0.267516651392435,0.139705797649002,1.2803767945551845,0.0016041054836764,49034296.64023234,1494.355793137852,28242.058781958192,0.0365708713010087,32813,0.0,3125.0,2.11721946,0.17724931544776984,True
AGR.561,12,-0.0005016892065903,0.2220557998873156,0.0493087782635955,-0.7872305,0.9579444,-0.0069584846,0.2220563666181529,1.7451749,4.313969532102074,0.1897329689322116,0.0424433456584969,-0.15447712,0.1451993,0.29967642,0.2786727452840367,0.1447733029778265,1.035655220056481,0.00047040760844,53090685.86146473,1617.977199934926,28145.848588640205,0.0365708713010087,32813,0.0,3125.0,1.7451749,0.040547717603562135,False
AGR.561,13,-0.000564149826891,0.2593520443651601,0.0672634829163879,-0.96258307,1.1425748,-0.012525082,0.2593526579416821,2.10515787,4.40548714274954,0.2132138133357993,0.0492239438835726,-0.17952728,0.16932201,0.34884929,0.3245359879382143,0.1708908316243751,1.259341560022234,0.0028569136756903,72418047.61329107,2207.0598443645945,41461.09684986444,0.2939473363403633,32812,0.0,3125.0,2.10515787,0.0026083841678668845,False
AGR.561,14,-0.0004953557876051,0.2459133255446853,0.0604733636804463,-0.90320444,1.2798877,-0.008813858,0.2459138244544269,2.18309214,5.204618743332141,0.2386459305167256,0.1527526811155821,-0.17024946,0.15818834,0.3284378,0.3075272482728226,0.1624006195978793,1.2863058795013949,0.0021808951938342,65107541.10199644,1984.2600604046213,30228.167113909065,0.0366024625137145,32812,997.0,3125.0,2.18309214,0.04479066055711517,False
AGR.561,15,-0.0005565141188248,0.2240570875670161,0.0502015784890135,-0.8048587,1.0655684,-0.0069584846,0.2240577787022311,1.8704271,4.75577507807092,0.1825395113663422,0.0581301951302295,-0.15447712,0.1451993,0.29967642,0.2807083959384991,0.1469906906427284,1.081628176076138,0.0042526333083507,54052020.05221026,1647.274557407438,41540.54764709038,0.0366013470270929,32813,998.0,3125.0,1.8704271,0.009711040871919156,False
AGR.561,16,-0.0005292017855342,0.2065717949788687,0.0426719064807917,-0.8382592,0.8345485,-0.0060305595,0.2065724728402155,1.6728077,4.039979231141441,0.1506413875150555,0.0375194961189331,-0.142416,0.13499355,0.27740955,0.2588235187042002,0.1354787037936558,0.902074803018436,0.0015280355024234,45942042.85219583,1400.1597845969716,31412.771154435355,0.0365719858588321,32812,0.0,3125.0,1.6728077,0.028024270533334478,False
AGR.561,17,-0.0004796913439749,0.2342886754089797,0.0548911834248942,-0.87165976,0.9876332,-0.0069584846,0.2342891664774104,1.85929296,4.215445446536364,0.1759721360175026,0.0814723386661895,-0.16097164,0.15262175,0.3135933899999999,0.293277266917804,0.1541786031289595,1.0678348348696212,0.0004643163399747,59101199.00480096,1801.1519521165685,35980.860535807384,0.0365708713010087,32813,0.0,3125.0,1.85929296,0.04389161167717957,False
AGR.561,18,-0.0005142696578094,0.2631916966915246,0.0692698692073634,-1.0729904,1.2084479,-0.007885933,0.2631921991257424,2.2814383,4.591503486859249,0.1381844230991696,0.0773233395242241,-0.18045521,0.17303324,0.35348845,0.3294579826421814,0.173197692136333,1.2203507557073694,0.0005974785015714,74582665.89563996,2272.960896462986,38911.654749839465,0.0365708713010087,32813,0.0,3125.0,2.2814383,0.006772458830095904,False
AGR.561,19,-0.000516875426888,0.2537044633502083,0.0643659547238172,-0.9607277,1.1138129,-0.009741783,0.2537049898682013,2.0745406,4.390189174358066,0.2281173643855198,0.1114066450079178,-0.17488861,0.16375494,0.33864355,0.3171519288862561,0.1677701693588515,1.1919660808677086,0.0032207425949662,69298434.51031154,2111.9844724585987,38622.5057512037,0.0365719858588321,32812,997.0,3125.0,2.0745406,0.004082727308699961,False
AGR.561,20,-0.0004673346047846,0.2470026752850404,0.0610103215979671,-0.9662943,1.0479398,-0.0069584846,0.2470031173884248,2.0142341,4.24261770895815,0.1451058671781311,0.1226081036165989,-0.16561079,0.15911627,0.32472706,0.3081754008306493,0.1644651450017167,1.1214882494359537,0.0021158334507808,65689619.45246255,2001.9388490068736,40929.11168635089,0.0365708713010087,32813,997.0,3125.0,2.0142341,0.01595081636851074,False
AGR.561,21,-0.0004911702202663,0.2301912291511842,0.052988001978133,-0.88279295,1.0145392,-0.009741783,0.2301917531674805,1.89733215,4.407365537816864,0.188157696878519,0.0931127144851826,-0.15911627,0.14983845,0.30895472,0.288228856312137,0.1513286872785487,1.1305205906341045,0.00095571888656,57052068.9214388,1738.7032249851827,34827.35791107937,0.0366013470270929,32813,997.0,3125.0,1.89733215,0.030758114999815733,False
AGR.561,22,-0.0005198994910721,0.2253093958352223,0.0507643238516328,-0.7677469,0.91433764,-0.008813858,0.2253099956662236,1.68208454,4.058131718907441,0.2299671466940495,0.0758328096810783,-0.15726042,0.1451993,0.30245972,0.2821588383401853,0.1480381975885404,1.009783571470242,0.0020073476972365,54657881.59233588,1665.738627749242,30614.14030958376,0.0366013470270929,32813,0.0,3125.0,1.68208454,0.039742659974361313,False
AGR.561,23,-0.0005402317888348,0.2601885545908628,0.0676980839400824,-1.0061893,1.1156688,-0.0069584846,0.2601891154342703,2.1218581,4.2879149580791855,0.1724425694287985,0.0948675226564228,-0.17859983,0.16653872,0.34513855,0.3248524739428194,0.1728216159091779,1.330869795136448,0.0018204786170297,72885922.52040555,2221.3191064368384,51592.286135698814,0.0365719858588321,32812,997.0,3125.0,2.1218581,0.0015739285607140982,False
