dataset,record_id,rms,peak_to_peak,skewness,kurtosis,qcd,reconstruction_mse,is_anomaly
BIS.361,76,0.1140881,0.86370636,0.0031600787,-0.27712558,-61.143873,0.474367782918333,False
BIS.361,77,0.10237726,0.81451012,-0.07240887,-0.17424673,-127.34337,0.9275768053368466,False
BIS.361,78,0.10900771,0.77493119,0.065562238,-0.28957544,-31.539871,0.3884832055755854,False
BIS.361,79,0.10466842,0.76272464,-0.03698289,-0.2608761,-98.262669,0.7478370286877649,False
BIS.361,80,0.11885798,0.85926747,0.034601776,-0.29736224,-55.877893,0.3635676699950123,False
BIS.361,81,0.11194377,0.8622267,-0.0037824189,-0.29956383,-84.413621,0.5305463001235945,False
BIS.361,82,0.11067689,0.87036443,-0.0026927022,-0.28160172,-83.202821,0.5193465235823553,False
BIS.361,83,0.12186764,0.84262227,0.067233096,-0.33584172,-41.820659,0.3233694369969867,False
BIS.361,84,0.10262582,0.73794175,-0.020126468,-0.25943549,-55.143742,0.681496519308009,False
BIS.361,85,0.10552033,0.80378318,0.014637819,-0.26212093,-49.62739,0.5016448885120376,False
BIS.361,86,0.087442962,0.73202348,-0.15651247,-0.26395433,-166.54855,1.807310710429493,False
BIS.361,87,0.09048958,0.69281459,-0.13749473,-0.25720488,-342.10199,1.6209636077757577,False
BIS.361,88,0.10331186,0.726475,-0.071324921,-0.31233234,-65.505164,1.0084869828512568,False
BIS.361,89,0.11690713,0.8862698,0.044817746,-0.2785138,-48.666955,0.331812026970424,False
BIS.361,90,0.1142703,0.84114266,0.013174918,-0.28320372,-53.623455,0.44894648100719037,False
BIS.361,91,0.10496196,0.80859184,-0.018286067,-0.25254786,-98.762916,0.6302297854074415,False
BIS.361,92,0.10297942,0.76938295,-0.060366583,-0.23307465,-77.202778,0.8805110299470398,False
BIS.361,93,0.11792148,0.85630846,0.020393386,-0.32814553,-49.555878,0.433856666908868,False
BIS.361,94,0.090735876,0.69207478,-0.13929596,-0.28611079,-173.49567,1.655877019479009,False
BIS.361,95,0.11863479,0.82708668,0.031750268,-0.29929811,-94.265248,0.3833307685861499,False
BIS.361,96,0.10583689,0.84558154,0.10830932,-0.22514006,-30.018902,0.3380307071595628,False
BIS.361,97,0.1235117,0.86111689,0.074657781,-0.32400004,-42.363663,0.29242000320569994,False
BIS.361,98,0.11197206,0.79601525,0.00076356919,-0.26069275,-60.006477,0.5085755417126101,False
BIS.361,99,0.11529654,0.80970145,0.075016419,-0.29708217,-33.384481,0.3326059012887818,False
BSK.362,0,0.26229581,1.9622779,-0.010753873,-0.12245655,-386.14169,0.6775026265750845,False
BSK.362,1,0.2564013,2.1478358,-0.029396143,-0.053753919,124.66997,0.884539105858939,False
BSK.362,3,0.25134821,1.9975338,-0.023669651,-0.061449365,183.52003,0.6867839921967683,False
BSK.362,4,0.2574833,2.0448514,-0.020907152,-0.081098142,-189.52155,0.752380439444993,False
BSK.362,8,0.25692435,2.0179458,-0.022218389,-0.11509076,189.47279,0.7299619348915323,False
BSK.362,9,0.25556484,2.1404143,0.0020998383,-0.020531955,-372.13658,0.7707729241855273,False
BSK.362,10,0.25773784,2.1840205,-0.052835202,-0.09351278,375.9476,1.0350103114146276,False
BSK.362,11,0.27376801,2.0652633,0.029906088,-0.17023725,-135.33674,0.758352009308554,False
BSK.362,12,0.2664409,2.123714,-0.057694053,-0.081116937,389.94562,1.055599415959144,False
BSK.362,13,0.27376801,2.0652633,0.029906088,-0.17023725,-135.33674,0.758352009308554,False
BSK.362,14,0.25781009,2.1311355,-0.034623488,-0.12118226,381.94248,0.8952669341224453,False
BSK.362,15,0.25781009,2.1311355,-0.034623488,-0.12118226,381.94248,0.8952669341224453,False
BSK.362,16,0.27032155,2.0365014,0.0027252558,-0.155477,-200.52286,0.7639551133727637,False
BSK.362,17,0.25781009,2.1311355,-0.034623488,-0.12118226,381.94248,0.8952669341224453,False
BSK.362,18,0.25781009,2.1311355,-0.034623488,-0.12118226,381.94248,0.8952669341224453,False
BSK.362,19,0.25589823,1.9901113,-0.033840137,-0.092201036,-375.9476,0.7463009263045934,False
BSK.362,20,0.24947029,2.1478362,-0.021524865,-0.0063265328,361.94567,0.8292686282304086,False
BSK.362,21,0.26951078,2.1524753,0.0057461311,-0.14214925,-198.52178,0.8577864270882104,False
BSK.362,22,0.27376801,2.0652633,0.029906088,-0.17023725,-135.33674,0.758352009308554,False
BSK.362,23,0.25481217,2.2369046,-0.050751644,-0.047305653,185.4733,1.0721643837516068,False
BSK.362,24,0.25991495,2.1135077,-0.024357341,-0.10205175,736434.25,21.981523845541183,True
BSK.362,25,0.25845482,2.1691751,-0.030190232,-0.10119141,-380.14375,0.9186730620882095,False
BSK.362,26,0.2744645,2.0680466,0.027379644,-0.15526795,-203.52312,0.7655998030541815,False
BSK.362,27,0.27032155,2.0365014,0.0027252558,-0.155477,-200.52286,0.7639551133727637,False
BSK.362,28,0.26498389,2.0661902,-0.031576212,-0.11278438,389.94562,0.8652242748829201,False
BSK.362,29,0.26090304,2.3111276,-0.014585225,-0.036201945,190.52181,1.0469680795146143,False
BSK.362,31,0.26951078,2.1524753,0.0057461311,-0.14214925,-198.52178,0.8577864270882104,False
BSK.362,32,0.25337995,2.2211313,-0.047617306,-0.042933067,185.4733,1.0313216097517832,False
BSK.362,33,0.2787612,2.0532012,0.051497767,-0.17356523,-83.196502,0.7589608043576352,False
BSK.362,34,0.27740069,2.1005187,0.020168761,-0.2008259,-207.52364,0.855921095305926,False
BSK.362,35,0.25911268,2.0392847,-0.031682932,-0.1241419,381.94248,0.8026810996121982,False
BSK.362,36,0.25659948,2.0587683,-0.066146114,-0.033930351,93.748393,0.9828223597566076,False
BSK.362,39,0.26421788,2.2016478,-0.016597667,-0.16010255,196.47176,0.9500063895300235,False
BSK.362,40,0.2546514,2.0374293,-0.015257069,-0.076403179,720970.83,20.938887004233738,True
BSK.362,41,0.28183822,2.2999945,0.044752753,-0.18586762,-140.02784,1.0618250288530042,False
BSK.362,42,0.26975093,2.1376309,-0.018315661,-0.14706833,-397.94035,0.9238540124429606,False
BSK.362,43,0.2787612,2.0532012,0.051497767,-0.17356523,-83.196502,0.7589608043576352,False
BSK.362,44,0.27237102,2.0921693,0.018106421,-0.15502221,-202.47073,0.791548216151482,False
BSK.362,45,0.27822031,2.1005182,0.027572262,-0.18398797,-103.74812,0.8384944707466635,False
BSK.362,46,0.260163,2.0921688,-0.036060843,-0.06595762,127.33721,0.8785089271033831,False
BSK.362,47,0.25911268,2.0392847,-0.031682932,-0.1241419,381.94248,0.8026810996121982,False
BSK.362,48,0.25911268,2.0392847,-0.031682932,-0.1241419,381.94248,0.8026810996121982,False
BSK.362,49,0.25953963,2.27216,0.010693831,-0.082914415,-191.52206,0.9040564819446242,False
BSK.362,50,0.27032155,2.0365014,0.0027252558,-0.155477,-200.52286,0.7639551133727637,False
BSK.362,51,0.2744645,2.0680466,0.027379644,-0.15526795,-203.52312,0.7655998030541815,False
BSK.362,52,0.24595452,2.2146368,0.018417026,-0.038129528,-120.00319,0.7464014381425548,False
BSK.362,53,0.26777413,2.0587683,-0.010523385,-0.13287314,397.94035,0.8008965615436947,False
BSK.362,55,0.26520774,2.2035032,0.0038175349,-0.12045772,-195.47176,0.8830375128919548,False
BSK.362,57,0.2564013,2.1478358,-0.029396143,-0.053753919,124.66997,0.884539105858939,False
BSK.362,58,0.26326548,2.0355735,-0.023424942,-0.11193283,385.94246,0.7917794295064813,False
BSK.362,59,0.2691827,2.2433987,-0.025924287,-0.1336963,199.47124,1.0611240876171057,False
BSK.362,60,0.26520774,2.2035032,0.0038175349,-0.12045772,-195.47176,0.8830375128919548,False
BSK.362,61,0.25781009,2.1311355,-0.034623488,-0.12118226,381.94248,0.8952669341224453,False
BSK.362,62,0.26861694,2.1701031,-0.053028679,-0.12859377,132.00353,1.0978685618249,False
BSK.362,63,0.24948851,2.2099982,-0.023117245,-0.077305509,365.94565,0.882259513182297,False
BSK.362,64,0.26028362,2.0179453,-0.031619812,-0.08924112,190.52181,0.7888272654102275,False
BSK.362,65,0.25873164,2.1255693,-0.053476219,-0.058723362,189.47279,0.9867808053942131,False
BSK.362,66,0.25451101,2.1997928,-0.053968778,-0.094789063,373.94356,1.0383570854213346,False
BSK.362,67,0.26975093,2.1376309,-0.018315661,-0.14706833,-397.94035,0.9238540124429606,False
BSK.362,68,0.25939376,2.0587678,-0.050477493,-0.056616275,379.94762,0.9112093708019249,False
BSK.362,69,0.26951078,2.1524753,0.0057461311,-0.14214925,-198.52178,0.8577864270882104,False
BSK.362,70,0.2787612,2.0532012,0.051497767,-0.17356523,-83.196502,0.7589608043576352,False
BSK.362,71,0.2787612,2.0532012,0.051497767,-0.17356523,-83.196502,0.7589608043576352,False
BSK.362,72,0.25481217,2.2369046,-0.050751644,-0.047305653,185.4733,1.0721643837516068,False
BSK.362,73,0.25466197,2.1218581,-0.01925219,-0.082320553,720970.83,21.101467842149972,True
BSK.362,75,0.27237102,2.0921693,0.018106421,-0.15502221,-202.47073,0.791548216151482,False
BSK.362,77,0.25769195,2.075468,-0.025131701,-0.098689128,190.52181,0.7981678069463315,False
BSK.362,78,0.28183822,2.2999945,0.044752753,-0.18586762,-140.02784,1.0618250288530042,False
BSK.362,79,0.25874911,1.9437218,-0.069549229,-0.065378642,126.66997,0.9087032622584367,False
BSK.362,80,0.2744645,2.0680466,0.027379644,-0.15526795,-203.52312,0.7655998030541815,False
BSK.362,81,0.25781009,2.1311355,-0.034623488,-0.12118226,381.94248,0.8952669341224453,False
BSK.362,82,0.27237102,2.0921693,0.018106421,-0.15502221,-202.47073,0.791548216151482,False
BSK.362,83,0.26951078,2.1524753,0.0057461311,-0.14214925,-198.52178,0.8577864270882104,False
BSK.362,84,0.25911268,2.0392847,-0.031682932,-0.1241419,381.94248,0.8026810996121982,False
BSK.362,86,0.25481217,2.2369046,-0.050751644,-0.047305653,185.4733,1.0721643837516068,False
BSK.362,87,0.2787612,2.0532012,0.051497767,-0.17356523,-83.196502,0.7589608043576352,False
BSK.362,88,0.26951078,2.1524753,0.0057461311,-0.14214925,-198.52178,0.8577864270882104,False
BSK.362,89,0.26951078,2.1524753,0.0057461311,-0.14214925,-198.52178,0.8577864270882104,False
BSK.362,90,0.25289548,2.0439239,-0.033038583,-0.049746268,184.4733,0.7780573596977355,False
BSK.362,91,0.27237102,2.0921693,0.018106421,-0.15502221,-202.47073,0.791548216151482,False
BSK.362,93,0.26090304,2.3111276,-0.014585225,-0.036201945,190.52181,1.0469680795146143,False
BSK.362,96,0.25731927,2.0309348,-0.050002646,-0.070914704,188.47279,0.867625605743822,False
BSK.362,97,0.27237102,2.0921693,0.018106421,-0.15502221,-202.47073,0.791548216151482,False
BSK.362,101,0.2691827,2.2433987,-0.025924287,-0.1336963,199.47124,1.0611240876171057,False
